,message_order,data,label
162,5,ok,location
163,1,two wheeler,greeting
164,5,yas,location
165,3,gm,notInterested
166,0,hai,whoAreYou
167,3,dear sir mam,whoAreYou
168,0,llr,dontMeetRequirements
169,0,hey mam,dontMeetRequirements
170,4,hi,whoAreYou
171,2,sorry original licence,whoAreYou
172,1,k,notInterested
173,0,ok,greeting
174,2,already joined left job,whoAreYou
175,2,hii,notInterested
176,3,oky,greeting
177,1,ok,location
178,2,telugu ni aati,whoAreYou
179,3,get lost,notInterested
180,2,hi,greeting
181,3,hi,notInterested
182,4,near banashankari,whoAreYou
183,0,"dnt bike 
 u provide  ",notInterested
184,0,hiiii,dontMeetRequirements
185,4,hi,notInterested
186,5,hi sir,whoAreYou
187,0,tq,whoAreYou
188,1,ohhh k    ,notInterested
189,1,ok,whoAreYou
190,5,hello,greeting
191,0,job location,whoAreYou
192,0,kahapar hai job,location
194,5,hello,notInterested
195,2,hi,greeting
196,1,good morning,notInterested
197,1,ok,greeting
198,1,hlw,notInterested
199,5,bike type job,notInterested
200,3,hai good morning,whoAreYou
201,3,llr license,whoAreYou
202,3,k k,dontMeetRequirements
203,5,hi,greeting
204,0,hai,whoAreYou
205,5,ekada job,whoAreYou
206,5,driving license nai hai gaadi hai,greeting
207,1,  gdmng,dontMeetRequirements
208,1,sry dnt bike job   thank,greeting
209,2,kkk,whoAreYou
210,3,sir bike nahi hai,notInterested
211,5,thank,greeting
212,3,location,notInterested
213,5,leaning license,whoAreYou
214,1,ok,greeting
215,4,ok,greeting
216,3,bhai,whoAreYou
217,5,okau,greeting
218,3,ok,greeting
219,3,helloooo,whoAreYou
220,0,good night,notInterested
221,4,thanks,dontMeetRequirements
222,4,want nearest jalahalli cross address,whoAreYou
223,3,good night,notInterested
224,0,hi unnati thx contacting   ,notInterested
225,4,ok,greeting
226,3,ok ok,greeting
227,3,office,location
228,0,ok,greeting
229,1,applied license yet received,greeting
230,4,k,notInterested
231,4,r u,whoAreYou
232,0,ब इक नह   ह ,notInterested
233,4, ok,notInterested
234,2,kk,dontMeetRequirements
235,5,dont swiggy offic thane,whoAreYou
236,0,ok,whoAreYou
237,2,kahase vai,greeting
238,4,come interview,notInterested
239,3,hii,whoAreYou
240,3,hlo vahna,notInterested
241,3,bike ledhu,greeting
242,5,k,whoAreYou
243,1,suno bhai meri age nahi hai numberth hya,greeting
244,3,okay,dontMeetRequirements
245,5,location,notInterested
246,4,hello,dontMeetRequirements
247,4,need job apply fee,notInterested
248,1,licence,notInterested
249,4,bhi na bike hai na licence hai,greeting
250,2,interest,whoAreYou
251,4,sir  area ,notInterested
252,2,bike,greeting
253,4,ok,greeting
254,2,hii,whoAreYou
255,0,ok,whoAreYou
256,0,deposit   ,location
257,5,driving license,greeting
258,1,hii,whoAreYou
259,5,ok,greeting
260,1,hello brother,whoAreYou
261,1,hiii,location
262,2,k        tq much sar mam,location
263,0,okn,greeting
264,4,hai,whoAreYou
265,5,hii sit,greeting
266,1,hi,dontMeetRequirements
267,2,dnt bike job intrested,whoAreYou
268,1,tell,notInterested
269,3,learning license,whoAreYou
270,2,sorry unable pay number rupee,notInterested
271,1,ok,greeting
272,4,unexpectedly applied job,greeting
273,5,send text msg,location
274,2,k,notInterested
275,0,hi,dontMeetRequirements
276,3,near vijaynagar ,notInterested
277,1,ur location,location
278,4,hello,whoAreYou
279,1,job location,greeting
280,0,ok,whoAreYou
281,1,learning license,notInterested
282,0,city,whoAreYou
283,4,hello,whoAreYou
284,3,head office,notInterested
285,2,hi,greeting
286,4,hi,dontMeetRequirements
287,4,whr office pls,greeting
288,0,gud mrng,greeting
289,5,ok interested,greeting
290,5,lost license making new,whoAreYou
291,1,hii,notInterested
292,1,hlo,greeting
293,2,ok,whoAreYou
294,3,k,location
295,1,hi,whoAreYou
296,3,ok ok,whoAreYou
297,4,k,dontMeetRequirements
298,1,ok,whoAreYou
299,1,hello,whoAreYou
300,1,okey,greeting
301,5,location,location
302,3,lr,whoAreYou
303,0,hii,whoAreYou
304,4,gud morning,notInterested
305,5,area,greeting
306,5,mere paas bike nhi hai,whoAreYou
307,0,llr,whoAreYou
308,3,hello job location akkada,notInterested
309,1,bhakk,whoAreYou
310,2,okay,greeting
311,1,vehicle sir,notInterested
312,1,sorry,whoAreYou
313,5,location,dontMeetRequirements
314,0,wher,greeting
315,3,hello,whoAreYou
316,3,dl,whoAreYou
317,5,snd location,location
318,3,two wheeler ahe pan license nahi,whoAreYou
319,5,hello peru,greeting
320,2,ok,whoAreYou
321,3,bike,whoAreYou
322,0,hi,notInterested
323,2,hi,dontMeetRequirements
324,0,tq,greeting
325,5,interview place,notInterested
326,1,ok thanks sir,greeting
327,5,job kaha pr h sir,greeting
328,2,address,notInterested
329,1,hi,notInterested
330,4,gm,dontMeetRequirements
331,5,hiii,whoAreYou
332,5,helo,notInterested
333,3,okay,whoAreYou
334,0,hello,whoAreYou
335,3,hiii,whoAreYou
336,4,bike,notInterested
337,4,hello,greeting
338,0,hii,greeting
339,3,two wheeler,greeting
340,5,ok,whoAreYou
341,1,yes,whoAreYou
342,3,ok,notInterested
343,1,hello,whoAreYou
344,0,hello,whoAreYou
345,5,hi,whoAreYou
346,5,location,greeting
347,4,mere pas bike nhi hai,greeting
348,1,hi ra,whoAreYou
349,0,  good morning everyone         ,notInterested
350,5,  good morning,notInterested
351,0,hello,greeting
352,4,better wl blk u,whoAreYou
353,2,म र  प स ब इक नह  ह ,notInterested
354,1,hello,greeting
355,3,sir bike nahi hai,notInterested
356,5,nahi,greeting
357,4,hello,whoAreYou
358,4,kk,whoAreYou
359,2,ok,notInterested
361,1,vehicle license also,greeting
362,5,gd mrng,greeting
363,2,k,whoAreYou
364,5,hi,dontMeetRequirements
365,1,ok,greeting
366,0,hi,whoAreYou
367,3,thiruvallur job location,whoAreYou
368,4,kasturinagar  ,notInterested
369,2,kidar hey,location
370,4,ల ద ,notInterested
371,0,hii,greeting
372,0,give address,dontMeetRequirements
373,5,tq,whoAreYou
374,0,ok,greeting
375,5,hi,whoAreYou
376,3,hi,notInterested
377,1,learning licence,greeting
378,1,dombivli mein hai kya  ,notInterested
379,4,apply chesanu,greeting
380,5,bat,greeting
381,0,hello,notInterested
382,0,good morning,dontMeetRequirements
383,0,okay,location
384,0,hi,whoAreYou
385,4,bhai apka location kidar hi,whoAreYou
386,3,iam interested,notInterested
387,1,hi,location
388,0,hiii sir,notInterested
389,3,place,greeting
390,4,hi,notInterested
391,5,bike,dontMeetRequirements
392,5,ok sir,notInterested
393,1,dot licence,whoAreYou
394,2,learning license,whoAreYou
395,1,hi,whoAreYou
396,0,na ku bike,whoAreYou
397,1,ok ok,greeting
398,4,ok,greeting
399,0,k,whoAreYou
400,3,sir,location
401,2,nhi karna h,notInterested
402,4,ok,whoAreYou
403,0,bike nhi hai,location
404,4,number,notInterested
405,0,ok,notInterested
406,2,mere paas filhaal driving licence ka paavti hai,dontMeetRequirements
407,0,hi,greeting
408,5,hi,dontMeetRequirements
409,3,good night,notInterested
410,3,hi,greeting
411,1,ol,greeting
412,5,hlo,greeting
413,2, ,whoAreYou
414,3,gn,dontMeetRequirements
415,5,hello,notInterested
416,4,whr job,whoAreYou
417,4,kk thank,dontMeetRequirements
418,4,hold,location
419,5,office address,whoAreYou
420,4,ok,whoAreYou
421,4,area,dontMeetRequirements
422,0,hai,notInterested
425,2,ok sir,whoAreYou
426,4,inshallah come,notInterested
427,1,okay,greeting
428,3,hello,notInterested
429,5,bike nahi hai ,greeting
430,0,number,greeting
431,4,interested,dontMeetRequirements
432,1,hi,whoAreYou
433,4,k,location
434,5,location,greeting
435,3,kk lev,dontMeetRequirements
436,4,hii,greeting
437,4,hi,dontMeetRequirements
438,5,ok,notInterested
439,1,hello,notInterested
440,5,  ,notInterested
441,3,assalatu khairu minanum,notInterested
442,5,learning,notInterested
443,0,yes money,notInterested
444,3,ok,whoAreYou
445,5,ok,notInterested
446,3,hi,dontMeetRequirements
447,1,sir u say tht office,notInterested
448,5,hi,whoAreYou
449,1,ok,greeting
450,1,ledhuu,greeting
451,5,hello,greeting
452,0,ok,notInterested
453,0,mere paas bike nhi hai,greeting
454,1,sorry muze bike chalana nhi aata,whoAreYou
455,2,hiiii,greeting
456,4,hi,greeting
457,2,kasthuri nagar come,whoAreYou
458,5,ledhu teeeskuntanu,notInterested
459,3,halo,whoAreYou
460,2,im present busy,notInterested
461,2,llr,location
462,2,thanks,greeting
464,5,sir need job near rajajinagar  delivery boy job,greeting
465,0,hi,whoAreYou
466,1,hi,notInterested
467,5,location,whoAreYou
468,1,wher,notInterested
469,3,okk,notInterested
470,4,hi,whoAreYou
471,4,hi,greeting
473,1,thanks information,greeting
474,2,bro,greeting
475,4,hi yari,notInterested
476,1,k,greeting
477,4,hlo,notInterested
478,3,ok,notInterested
479,1,hi,notInterested
480,3,btw location,notInterested
481,5,ok,dontMeetRequirements
482,0,licnc bike nahi,greeting
483,1,noh,location
484,4,hi,whoAreYou
485,4,hii,notInterested
486,4,assalamualaikum,greeting
487,2,office address,greeting
488,3,जय मह र ष ट र,whoAreYou
489,4,hv bike license,greeting
490,1,hi,notInterested
491,3,hii,whoAreYou
492,4,ok thnx bro,notInterested
493,2,k,greeting
494,2,hello,greeting
495,0,hii,notInterested
496,1,number welar lagana hy,whoAreYou
497,4,thank u computer,whoAreYou
498,2,hi,location
499,2,bicycle,notInterested
500,3,ledhu,whoAreYou
501,0,left ago numbermonths,dontMeetRequirements
502,4,need clarity r else keep calling disturb,greeting
503,1,gd night,greeting
504,0,hi,dontMeetRequirements
505,4,chal,greeting
506,0,hi,whoAreYou
507,3,dnt want swiggy,greeting
508,4,sir kamm ki state ha,whoAreYou
509,2,okkk,greeting
510,1,bike,location
511,0,hello,notInterested
512,5,ok,greeting
513,0,haii,greeting
514,1,hi,greeting
515,5,licence hai,greeting
516,1,hi,notInterested
517,1,ok,whoAreYou
518,3,area,greeting
519,3,ok,dontMeetRequirements
520,2,hi,whoAreYou
521,2,ok,notInterested
522,5,kk,greeting
523,0,  good morning nice day     ,greeting
524,1,hi,greeting
525,3,bro,whoAreYou
526,5,sir job location kaha hai,greeting
527,5,branch,greeting
528,2,learing hve,greeting
529,4,thanks,greeting
530,5,place sir,notInterested
531,4,bhai,notInterested
532,2,ok,whoAreYou
533,1,drop address,whoAreYou
534,2,hlo,dontMeetRequirements
535,5,ok,greeting
536,5,ok sir,whoAreYou
537,5,k,greeting
538,2,whr office,greeting
539,1,assalaamu alaikum,greeting
540,3,ok,dontMeetRequirements
541,0,kaha pr h,greeting
542,1,hii,greeting
544,2,sure,notInterested
545,1,area,greeting
546,4,sry dnt bike,whoAreYou
547,2,sorry l good ride vehicle ,notInterested
548,3,ok,notInterested
549,1,k,whoAreYou
551,1,sorry,dontMeetRequirements
553,0,hi,greeting
554,3,want job,dontMeetRequirements
555,5,send type message,dontMeetRequirements
556,2,hello bike license sold bike arrange bike,greeting
557,5,okay,location
558,5,hi,notInterested
559,4,interest,greeting
560,0,hi,greeting
561,5,ok,whoAreYou
562,5,plea,greeting
563,5,hai   sir,greeting
565,0,money pay,greeting
566,2,k,dontMeetRequirements
567,1,hi,notInterested
568,0,kkk,whoAreYou
569,2,hi,notInterested
570,4,hi,dontMeetRequirements
571,5,hi,notInterested
572,2,hii,notInterested
573,0,ok,notInterested
574,5,thank,greeting
575,5,hii,greeting
576,4,ok,whoAreYou
577,2,vasai virar mein hai swiggy delivery boy vacancy,greeting
578,4,hi,greeting
579,1,dont bike,notInterested
580,5,hiii,notInterested
581,2,llr,notInterested
582,3,ok,greeting
583,4,driving licence,whoAreYou
584,2,hii,location
585,5,hi,whoAreYou
586,5,ok,notInterested
587,4,bike,greeting
589,3,ok,location
590,5,area give,notInterested
591,0,ok,whoAreYou
592,4,hi,location
594,0,hi sir,whoAreYou
595,0,hi,notInterested
596,0,ok,whoAreYou
597,1,give office,greeting
598,1,hi,whoAreYou
599,3,mere pas bike nahi,greeting
600,1,office,location
601,1,ల ద ,whoAreYou
602,2,ok,dontMeetRequirements
603,2,hii good morning,dontMeetRequirements
604,3,hi,greeting
605,5,hello,notInterested
606,0,kon banega core pati ka contest hai kya,greeting
607,3,hiii,greeting
608,3,already done job,notInterested
609,1,address,notInterested
610,3,nothing,whoAreYou
611,5,hello,whoAreYou
612,0,hi,whoAreYou
613,5,hii,notInterested
614,2,good afternoon,notInterested
615,3,sry,location
616,3,hello,notInterested
617,1,lose dl,notInterested
618,3,hiii,whoAreYou
619,1,numberapply,greeting
620,3,gm chill climate   ,greeting
621,0,ok,whoAreYou
622,1,ye ki jegha h,whoAreYou
623,3,salam job,greeting
625,0,ok understand,whoAreYou
626,5,hi,whoAreYou
627,3,hii,greeting
628,0,sorry,greeting
629,0,bike ledhu,dontMeetRequirements
630,1,kkk,greeting
631,1,"thank unnati   
  may later",notInterested
632,5,hai sir,location
633,3,tge work,whoAreYou
634,2,okya,whoAreYou
635,5,hi,whoAreYou
636,0,place,whoAreYou
637,1,hi,greeting
638,2,ok,notInterested
639,5,hi,location
640,4,hyy,location
641,4,place recruitment,greeting
642,0,thanks concern ,greeting
643,4,ok,notInterested
644,3,hi sir,notInterested
645,5,please pura address,greeting
646,2,bro,whoAreYou
647,4,ok,greeting
648,3,k,greeting
649,5,hiii,notInterested
650,3,sorry nonumber,whoAreYou
651,2,hi,notInterested
652,0,ok,notInterested
653,0,thanks   ,notInterested
654,0,hi,whoAreYou
656,3,hi,location
657,0,dnt bike dl knw ridng bike,whoAreYou
658,5,thanks,greeting
659,3,k,notInterested
660,0,heyyyy,greeting
661,0,oj,whoAreYou
662,2,hi,notInterested
663,3,ok,notInterested
664,3,bike  ie problem ,notInterested
665,5,ok,whoAreYou
666,0,sorry interested,whoAreYou
667,4,hi,dontMeetRequirements
668,0, voke,greeting
669,0,ok,whoAreYou
670,1,good,whoAreYou
671,0,want online offline system wise chance interested,greeting
672,1,hi,greeting
673,3,gm,dontMeetRequirements
674,1,hiii,greeting
675,0,hi,greeting
676,2,thanks concern mr  varun ,location
678,1,brother hav bike dl also    ,dontMeetRequirements
679,5,hi,greeting
680,4,hlo,greeting
681,4,hi,notInterested
682,3,hi,whoAreYou
683,4,hi,dontMeetRequirements
684,3,hello,notInterested
685,1,ok,location
686,1,ok,whoAreYou
687,3,ok,dontMeetRequirements
688,0,thanks,whoAreYou
689,1,making angry seriously,whoAreYou
690,4,ok,whoAreYou
691,0,gm,greeting
692,1,would u provide twowheller,greeting
693,1,tell place office,notInterested
694,2,ok,whoAreYou
695,2,hello,whoAreYou
696,1,ok,location
697,5,hallo,greeting
698,0,oki bro,greeting
699,5,yes dont license vehicle,location
700,0,got job sir dnt txt sry,greeting
701,4,banane diya hi    mere pas tha    gum ho gaya hi,greeting
702,0,ok,greeting
703,0,learning license available,dontMeetRequirements
704,1,hi,whoAreYou
705,0,bike nhi hu ga tu chil gaa kya,dontMeetRequirements
706,4,send u r location   come,dontMeetRequirements
707,5,hi,whoAreYou
709,1,hi,notInterested
710,1,land mark ,greeting
711,1,hi,notInterested
712,4,message dont message get lost first,greeting
713,4,llr,notInterested
714,1,k,whoAreYou
715,2,say,greeting
716,5,ok,whoAreYou
717,0,lekin mere pas draving lision nahi hai,greeting
718,3,kk,greeting
719,3,area bro,greeting
720,3,hi,notInterested
721,0,location branch,whoAreYou
722,5,thanks,greeting
723,5,bye,greeting
724,5,hii,notInterested
725,0,kk,greeting
726,2,near loction,location
727,2,hii,greeting
728,5,hi,location
729,2,gn,greeting
730,0,ok,whoAreYou
731,5,hi,whoAreYou
732,5,kkkk,whoAreYou
733,1,ok,greeting
734,2,hi,whoAreYou
735,4,hi,dontMeetRequirements
736,4,hi,greeting
737,5,hii,notInterested
738,3,mere pas paisa nhi,greeting
739,1,"sir already worked  
 need food delivery order",location
740,2,hi,whoAreYou
742,2,interested delivery job  thank,whoAreYou
743,4,ok,dontMeetRequirements
744,4,"ya
 license",notInterested
745,4,location,greeting
746,1,ready deposit money,whoAreYou
747,4,hi,greeting
748,4,get lost,greeting
749,3,llr,notInterested
750,2,ok,greeting
751,5,hi,greeting
752,4,hi,greeting
753,4,ok,whoAreYou
754,5,bike insurance kk,dontMeetRequirements
755,0,konsi jagah,notInterested
756,4,hi,notInterested
757,2,ok,notInterested
758,5,bike,dontMeetRequirements
759,2,sorry dont bike   thanks u information,notInterested
760,3,ok,whoAreYou
761,4,location,whoAreYou
763,3,ok,notInterested
764,0,hi,whoAreYou
765,0,address numberlz,whoAreYou
766,1,ok plz send address,dontMeetRequirements
767,3,hii bro,greeting
768,4,ok,notInterested
769,5,hello,greeting
770,3,kiddar,greeting
771,5,sir bike,notInterested
773,3,ok,whoAreYou
774,2,hi hello,greeting
775,3,ok,notInterested
776,0,opening city,dontMeetRequirements
777,1,hi,whoAreYou
778,4,hello,whoAreYou
779,4,job location,dontMeetRequirements
780,2,bike ledhu,whoAreYou
781,1,k,whoAreYou
782,0,adras,greeting
783,4,ok,greeting
784,1,driving license,greeting
785,4,ok,notInterested
786,4,hi,notInterested
787,5,ok,notInterested
788,3,hiii,whoAreYou
790,5,get lost,greeting
791,2,kaha par hai job sar,notInterested
792,1,learning,location
793,5,hi,location
794,0,bhai,whoAreYou
795,0,hello,dontMeetRequirements
796,3,right licence bike,greeting
797,3,ok,whoAreYou
798,5,hi,notInterested
799,1,ledhu,notInterested
801,4,dnt bike right get cum guy,location
802,1,hi,greeting
803,2,process,greeting
804,5,hi,greeting
805,4,kahapar hai job,notInterested
806,3,"thanks services
 interested job",notInterested
807,3,plzz stop,whoAreYou
808,3,sorry nothing driver license,greeting
809,1,k,whoAreYou
810,5,thank offer,whoAreYou
812,4,ok,location
813,2,hi,greeting
814,0,hy,notInterested
815,3,gud nyt,notInterested
816,0,good morning,whoAreYou
817,3,hinumber,greeting
818,3,u share address numberst,greeting
819,5,hi,notInterested
821,1,hi,whoAreYou
822,1,thanks u r information,notInterested
823,5,hy,notInterested
824,5,ok,whoAreYou
825,2,hii,greeting
826,2,bike,whoAreYou
827,2,sur good afternoon  ,greeting
828,1,okk,whoAreYou
829,4,hii sir,greeting
830,2,hii,whoAreYou
831,5,swiggy need,notInterested
832,3,nice,whoAreYou
833,4,okk,dontMeetRequirements
834,1,yeah,notInterested
835,1,ohk,whoAreYou
836,5,refer one num send msg,greeting
837,4,hi,notInterested
838,3,dont send fake,dontMeetRequirements
839,0,okk,notInterested
840,4,ok,dontMeetRequirements
841,3,hii,greeting
842,0,hi bro,whoAreYou
843,5,tq,greeting
844,0,thika muchkondu stop madu aste,notInterested
845,4,hi,greeting
846,4,kk,greeting
847,4,hi,greeting
848,2,ok,dontMeetRequirements
849,5,hlo,notInterested
850,2,hi,notInterested
851,3,ok,whoAreYou
852,3,thanks ur support,greeting
853,5,numberyes,notInterested
854,5,hello vahan,notInterested
855,0,ok,whoAreYou
856,4,hi,whoAreYou
857,2,vehicle castady,whoAreYou
858,0,ok,whoAreYou
859,4,haiii,greeting
860,1,kk,dontMeetRequirements
861,1,ok,location
862,1,hai,greeting
863,4,ok,notInterested
864,4,kormangala,notInterested
865,4,recently applied lr license ,dontMeetRequirements
866,2,msg,greeting
867,5,okį,whoAreYou
868,1,gn,whoAreYou
869,5,okk,whoAreYou
871,3,ok,greeting
872,1,k,notInterested
873,4,dl given renewal,location
874,3,place,greeting
875,4,hi,greeting
876,5,gn,greeting
877,3,hii,notInterested
878,1,driving license,greeting
879,2,hi,greeting
880,1,hii si,notInterested
881,0,bike nhi hai,greeting
882,1,hii,greeting
883,5,two viller iam sorry,dontMeetRequirements
884,5,nik siggu leda ra okasare chepthe,whoAreYou
885,5,ok,whoAreYou
886,4,hi,greeting
887,5,mere bhai mujhe job nhi chahiye,whoAreYou
889,3,helloo,location
890,0,nonono,whoAreYou
891,1,ok,whoAreYou
892,4,location please,greeting
893,1,sorry   ,greeting
894,2,gn,greeting
895,2,cheatinh,whoAreYou
896,4,hi sir,notInterested
897,3,hhi,notInterested
898,0,sry,greeting
899,4,bike ledhu,notInterested
900,3,nonsense,greeting
901,4,hii,notInterested
902,0,den go way,whoAreYou
903,3,lisence   u manage join delivary boy,greeting
904,2,place,whoAreYou
905,4,hii,whoAreYou
906,0,ohk,notInterested
907,4,ok,notInterested
908,2,hii,dontMeetRequirements
909,0,acha,greeting
910,1,hi,notInterested
911,4,ok,whoAreYou
912,1,hai,whoAreYou
913,5,good night    ,dontMeetRequirements
914,3,nothing,greeting
915,0,sir,whoAreYou
916,5,numbernot text u,greeting
917,1,hi,notInterested
918,3,dl,greeting
919,1,ok,greeting
920,1,ok,whoAreYou
921,2,ok,greeting
922,2,good morning,whoAreYou
923,2,hii,greeting
924,1,ok k,location
925,0,r,notInterested
926,3,wer location job,greeting
927,0,location job,greeting
928,5,bike license,notInterested
929,5,hiii,greeting
930,2,hello,greeting
931,5,hi,notInterested
932,3,kaise hai,greeting
933,3,hello,whoAreYou
934,0,hi,notInterested
935,0,number day getting,whoAreYou
936,3,hello,whoAreYou
937,3,  good morning happy friday       ,greeting
938,0,kkk,notInterested
939,2,lr undi,location
940,5,buke,notInterested
941,5,oko,notInterested
942,0,hi,notInterested
944,4,llr,notInterested
945,5,okkk,notInterested
946,2,hi,greeting
947,5,శ భ దయ ,notInterested
948,1,naku bike ledu sar,greeting
949,2,hello,whoAreYou
950,1,hello,whoAreYou
951,5,police complain karti hu ruk abhi,whoAreYou
952,4,hi,dontMeetRequirements
953,5,hlo gm g,greeting
954,1,send msg,greeting
955,1,kk,whoAreYou
956,3,licensed,greeting
957,4,hai,notInterested
958,5,hii,notInterested
959,5,ur office,greeting
960,5,ok,whoAreYou
961,0,numberbut l l r,whoAreYou
962,4,llr,dontMeetRequirements
963,2,location kha pr,greeting
964,5,hi,notInterested
965,0,ok,dontMeetRequirements
966,3,good morning,greeting
967,0,ok sir,greeting
968,1,gm,location
969,5,ok,notInterested
970,1,hii,notInterested
971,4,  ,whoAreYou
972,0,hii,greeting
974,3,ok,greeting
975,0,work location ,greeting
976,3,good morning,notInterested
977,3,hi,greeting
978,3,ok,greeting
979,2,hi,greeting
980,0,work location,location
981,0,nt dl,whoAreYou
982,4,gn,whoAreYou
983,2,okk,notInterested
984,5,ok,greeting
986,1,thanks foe ur information,location
987,0,hallo,greeting
988,2,ok,notInterested
989,2,hii,greeting
990,0,hi,notInterested
991,0,sir  ok  nodriveng  lince   pancaed,whoAreYou
992,3,okk,dontMeetRequirements
993,5,plz didnot send message plz stop interested,notInterested
995,3,thnaks bro,greeting
996,2,tanq,notInterested
997,2,llr,notInterested
998,3,okay,greeting
999,1,computer block,whoAreYou
1000,3,location job,whoAreYou
1001,1,hi,notInterested
1002,4,sorry sir naku bike radu,notInterested
1003,2,hi,greeting
1004,0,ok,whoAreYou
1005,0,r u,notInterested
1006,2,hii,notInterested
1007,4,ok,notInterested
1008,4,license ny,notInterested
1009,5,ok,whoAreYou
1010,4,hi,notInterested
1011,5,good morning nice day,whoAreYou
1012,3,hello,location
1013,0,hii,whoAreYou
1014,1,hi good morning,notInterested
1015,2,hiiii,greeting
1016,3,driving licence,notInterested
1017,5,hi,greeting
1018,0,learning license,notInterested
1019,1,ok,whoAreYou
1020,3,learning license,whoAreYou
1021,1,sorry interested ,whoAreYou
1022,0,come,whoAreYou
1023,4,hi,greeting
1024,0,hi,greeting
1025,5,okay,greeting
1026,1,ok sir,greeting
1027,3,hi sir,dontMeetRequirements
1028,3,license,greeting
1029,0,k,whoAreYou
1030,3,hi,dontMeetRequirements
1031,4,k,whoAreYou
1032,4,ya  llr,whoAreYou
